"","motif","sourceMotif","gene"
"ZNF215.m0","ZNF215.m0","M06131","ZNF215"
"ZNF219.m0","ZNF219.m0","ZNF219.e0","ZNF219"
"ZNF22.m0","ZNF22.m0","M09460","ZNF22"
"ZNF222.m0","ZNF222.m0","M08025","ZNF222"
"ZNF223.m0","ZNF223.m0","M08075","ZNF223"
"ZNF224.m0","ZNF224.m0","N1_M08199","ZNF224"
"ZNF224.m1","ZNF224.m1","N2_M09534","ZNF224"
"ZNF225.m0","ZNF225.m0","M08197","ZNF225"
"ZNF226.m0","ZNF226.m0","N1_M09128","ZNF226"
"ZNF226.m1","ZNF226.m1","N2_M09129","ZNF226"
"ZNF226.m2","ZNF226.m2","N3_M09130","ZNF226"
"ZNF229.m0","ZNF229.m0","N3_M09402","ZNF229"
"ZNF229.m1","ZNF229.m1","N4_M09403","ZNF229"
"ZNF229.m2","ZNF229.m2","N5_M09404","ZNF229"
"ZNF229.m3","ZNF229.m3","N6_M09405","ZNF229"
"ZNF23.m0","ZNF23.m0","N1_M04731/N2_M04732","ZNF23"
"ZNF232.m0","ZNF232.m0","N1_M03104/N2_ZNF232.e0","ZNF232"
"ZNF234.m0","ZNF234.m0","N4_M09392","ZNF234"
"ZNF235.m0","ZNF235.m0","M08026","ZNF235"
"ZNF239.m0","ZNF239.m0","N1_M08567","ZNF239"
"ZNF239.m1","ZNF239.m1","N2_M08568","ZNF239"
"ZNF239.m2","ZNF239.m2","N3_M08569","ZNF239"
"ZNF24.m0","ZNF24.m0","N1_M08515/N5_M08519/N19_M08533/N10_M08524/N14_M08528/N12_M08526/N27_M08541/N6_M08520","ZNF24"
"ZNF24.m1","ZNF24.m1","N13_M08527/N22_M08536/N25_M08539/N3_M08517/N21_M08535/N23_M08537","ZNF24"
"ZNF24.m2","ZNF24.m2","N29_ZNF24.h0/N7_M08521","ZNF24"
"ZNF24.m3","ZNF24.m3","N24_M08538/N16_M08530/N26_M08540","ZNF24"
"ZNF24.m4","ZNF24.m4","N18_M08532/N17_M08531","ZNF24"
"ZNF248.m0","ZNF248.m0","M08160","ZNF248"
"ZNF25.m0","ZNF25.m0","M08064","ZNF25"
"ZNF250.m0","ZNF250.m0","N2_M04824","ZNF250"
"ZNF250.m1","ZNF250.m1","N3_M09057","ZNF250"
"ZNF250.m2","ZNF250.m2","N4_M09505","ZNF250"
"ZNF251.m0","ZNF251.m0","N3_M09308","ZNF251"
"ZNF251.m1","ZNF251.m1","N4_M09309","ZNF251"
"ZNF251.m2","ZNF251.m2","N6_M09311","ZNF251"
"ZNF251.m3","ZNF251.m3","N7_M09312","ZNF251"
"ZNF251.m4","ZNF251.m4","N9_M09314","ZNF251"
"ZNF254.m0","ZNF254.m0","M08181","ZNF254"
"ZNF257.m0","ZNF257.m0","N2_M09514/N3_MA1710.2/N1_M08140","ZNF257"
"ZNF26.m0","ZNF26.m0","M08164","ZNF26"
"ZNF260.m0","ZNF260.m0","M09530","ZNF260"
"ZNF263.m0","ZNF263.m0","N2_M04590/N1_Znf263.h0/N7_M09407/N3_M04591","ZNF263"
"ZNF263.m1","ZNF263.m1","N4_M07984/N10_ZNF263.e0/N8_MA0528.3/N9_ZNF263.h0","ZNF263"
"ZNF263.m2","ZNF263.m2","N5_M08301/N6_M08302","ZNF263"
"ZNF264.m0","ZNF264.m0","N2_M09028","ZNF264"
"ZNF266.m0","ZNF266.m0","M08062","ZNF266"
"ZNF267.m0","ZNF267.m0","M08097","ZNF267"
"ZNF273.m0","ZNF273.m0","N1_M08156","ZNF273"
"ZNF273.m1","ZNF273.m1","N2_M09061","ZNF273"
"ZNF273.m2","ZNF273.m2","N3_M09520","ZNF273"
"ZNF274.m0","ZNF274.m0","N2_M04754/N1_M04753/N8_MA1592.2/N9_ZNF274.h0","ZNF274"
"ZNF274.m1","ZNF274.m1","N6_M08393/N3_M08053","ZNF274"
"ZNF274.m2","ZNF274.m2","N4_M08391/N7_M08394","ZNF274"
"ZNF274.m3","ZNF274.m3","N5_M08392","ZNF274"
"ZNF275.m0","ZNF275.m0","M06043","ZNF275"
"ZNF276.m0","ZNF276.m0","N2_M04700","ZNF276"
"ZNF28.m0","ZNF28.m0","M08169","ZNF28"
"ZNF280A.m0","ZNF280A.m0","M09467","ZNF280A"
"ZNF280D.m0","ZNF280D.m0","N1_M08496","ZNF280D"
"ZNF280D.m1","ZNF280D.m1","N2_M08497","ZNF280D"
"ZNF280D.m2","ZNF280D.m2","N3_M08498","ZNF280D"
"ZNF281.m0","ZNF281.m0","N1_Znf281.h0","ZNF281"
"ZNF281.m1","ZNF281.m1","N4_M09456/N5_MA1630.3/N2_M04713","ZNF281"
"ZNF281.m2","ZNF281.m2","N6_ZNF281.e0","ZNF281"
"ZNF282.m0","ZNF282.m0","N1_M03108/N7_ZNF282.h0/N8_ZNF282.e0/N6_MA1154.2","ZNF282"
"ZNF282.m1","ZNF282.m1","N3_M04746","ZNF282"
"ZNF282.m2","ZNF282.m2","N4_M06236","ZNF282"
"ZNF282.m3","ZNF282.m3","N5_M08047","ZNF282"
"ZNF283.m0","ZNF283.m0","M08040","ZNF283"
"ZNF284.m0","ZNF284.m0","M08100","ZNF284"
"ZNF285.m0","ZNF285.m0","M08198","ZNF285"
"ZNF286B.m0","ZNF286B.m0","N6_M09388/N2_M09384","ZNF286B"
"ZNF286B.m1","ZNF286B.m1","N3_M09385","ZNF286B"
"ZNF286B.m2","ZNF286B.m2","N5_M09387","ZNF286B"
"ZNF286B.m3","ZNF286B.m3","N7_M09389","ZNF286B"
"ZNF287.m0","ZNF287.m0","M08011","ZNF287"
"ZNF292.m0","ZNF292.m0","N1_M08557","ZNF292"
"ZNF292.m1","ZNF292.m1","N2_M08558","ZNF292"
"ZNF296.m0","ZNF296.m0","N1_M04747","ZNF296"
"ZNF3.m0","ZNF3.m0","M08034","ZNF3"
"ZNF30.m0","ZNF30.m0","N1_M08042","ZNF30"
"ZNF300.m0","ZNF300.m0","M08015","ZNF300"
"ZNF302.m0","ZNF302.m0","M07991","ZNF302"
"ZNF304.m0","ZNF304.m0","M08008","ZNF304"
"ZNF311.m0","ZNF311.m0","M08155","ZNF311"
"ZNF317.m0","ZNF317.m0","N1_M08005","ZNF317"
"ZNF317.m1","ZNF317.m1","N2_M09035","ZNF317"
"ZNF317.m2","ZNF317.m2","N4_MA1593.2/N6_ZNF317.h1","ZNF317"
"ZNF32.m0","ZNF32.m0","N2_M04740/N1_M04739","ZNF32"
"ZNF320.m0","ZNF320.m0","N2_M09497/N3_MA1976.2/N1_M08088","ZNF320"
"ZNF322.m0","ZNF322.m0","N3_M09175","ZNF322"
"ZNF322.m1","ZNF322.m1","N4_M09176","ZNF322"
"ZNF322.m2","ZNF322.m2","N7_M09179","ZNF322"
"ZNF324.m0","ZNF324.m0","N1_M07987/N2_M09415","ZNF324"
"ZNF324.m1","ZNF324.m1","N3_MA1977.2","ZNF324"
"ZNF324B.m0","ZNF324B.m0","M08190","ZNF324B"
"ZNF329.m0","ZNF329.m0","M09494","ZNF329"
"ZNF331.m0","ZNF331.m0","N1_M08006/N3_MA1726.2/N2_M09444","ZNF331"
"ZNF333.m0","ZNF333.m0","M08028","ZNF333"
"ZNF334.m0","ZNF334.m0","M08161","ZNF334"
"ZNF337.m0","ZNF337.m0","M08004","ZNF337"
"ZNF33A.m0","ZNF33A.m0","N1_M08116","ZNF33A"
"ZNF33A.m1","ZNF33A.m1","N2_M09056","ZNF33A"
"ZNF33A.m2","ZNF33A.m2","N3_M09504","ZNF33A"
"ZNF33B.m0","ZNF33B.m0","M08131","ZNF33B"
"ZNF34.m0","ZNF34.m0","M09506","ZNF34"
"ZNF341.m0","ZNF341.m0","N3_ZNF341.h0/N4_ZNF341.h1/N2_MA1655.2","ZNF341"
"ZNF343.m0","ZNF343.m0","N1_M04608/N4_MA1711.2","ZNF343"
"ZNF343.m1","ZNF343.m1","N3_M07990","ZNF343"
"ZNF345.m0","ZNF345.m0","N2_M04858/N1_M04857","ZNF345"
"ZNF347.m0","ZNF347.m0","N1_M09302","ZNF347"
"ZNF347.m1","ZNF347.m1","N2_M09303","ZNF347"
"ZNF347.m2","ZNF347.m2","N3_M09304/N4_M09305","ZNF347"
"ZNF347.m3","ZNF347.m3","N5_M09306","ZNF347"
"ZNF35.m0","ZNF35.m0","N2_M09043","ZNF35"
"ZNF35.m1","ZNF35.m1","N3_M09153/N5_M09469","ZNF35"
"ZNF35.m2","ZNF35.m2","N4_M09154","ZNF35"
"ZNF35.m3","ZNF35.m3","N6_MA2333.1","ZNF35"
"ZNF350.m0","ZNF350.m0","N2_ZNF350.e0","ZNF350"
"ZNF354A.m0","ZNF354A.m0","N2_M09466/N1_M08043","ZNF354A"
"ZNF354B.m0","ZNF354B.m0","M08074","ZNF354B"
"ZNF354C.m0","ZNF354C.m0","N2_ZNF354C.h0/N3_ZNF354C.e0/N1_MA0130.1","ZNF354C"
"ZNF362.m0","ZNF362.m0","N1_M06210/N3_M08501","ZNF362"
"ZNF362.m1","ZNF362.m1","N2_M08500","ZNF362"
"ZNF366.m0","ZNF366.m0","N1_M08546","ZNF366"
"ZNF366.m1","ZNF366.m1","N2_M08547/N4_M08549","ZNF366"
"ZNF366.m2","ZNF366.m2","N3_M08548","ZNF366"
"ZNF367.m0","ZNF367.m0","M06056","ZNF367"
"ZNF37A.m0","ZNF37A.m0","M09414","ZNF37A"
"ZNF382.m0","ZNF382.m0","N2_M09454/N1_M08029","ZNF382"
"ZNF382.m1","ZNF382.m1","N3_MA1594.1/N5_ZNF382.h1","ZNF382"
"ZNF383.m0","ZNF383.m0","M08110","ZNF383"
"ZNF384.m0","ZNF384.m0","N2_M04656","ZNF384"
"ZNF384.m1","ZNF384.m1","N5_MA1125.2/N6_ZNF384.h0/N7_ZNF384.e0/N3_M06128","ZNF384"
"ZNF384.m2","ZNF384.m2","N4_M09441","ZNF384"
"ZNF385D.m0","ZNF385D.m0","N2_M04686/N1_M04685","ZNF385D"
"ZNF391.m0","ZNF391.m0","M08492","ZNF391"
"ZNF394.m0","ZNF394.m0","M09453","ZNF394"
"ZNF396.m0","ZNF396.m0","N1_M04815/N2_M04816","ZNF396"
"ZNF397.m0","ZNF397.m0","N1_Znf397.h0","ZNF397"
"ZNF397.m1","ZNF397.m1","N2_Znf397.h1","ZNF397"
"ZNF398.m0","ZNF398.m0","M08137","ZNF398"
"ZNF404.m0","ZNF404.m0","N2_M08544","ZNF404"
"ZNF407.m0","ZNF407.m0","N3_M08583/N1_M08581","ZNF407"
"ZNF407.m1","ZNF407.m1","N2_M08582","ZNF407"
"ZNF41.m0","ZNF41.m0","N1_M09038","ZNF41"
"ZNF41.m1","ZNF41.m1","N3_ZNF41.h0/N2_M09448","ZNF41"
"ZNF410.m0","ZNF410.m0","N1_M03086/N4_MA0752.2/N5_ZNF410.h0/N7_ZNF410.e1","ZNF410"
"ZNF410.m1","ZNF410.m1","N3_M04640/N2_M04639","ZNF410"
"ZNF410.m2","ZNF410.m2","N6_ZNF410.e0","ZNF410"
"ZNF415.m0","ZNF415.m0","N4_ZNF415.h0","ZNF415"
"ZNF416.m0","ZNF416.m0","N1_M09027","ZNF416"
"ZNF416.m1","ZNF416.m1","N2_MA1979.2","ZNF416"
"ZNF417.m0","ZNF417.m0","N2_MA1727.2/N1_M08060","ZNF417"
"ZNF418.m0","ZNF418.m0","N3_MA1980.1/N2_M09511","ZNF418"
"ZNF419.m0","ZNF419.m0","N1_M07993","ZNF419"
"ZNF423.m0","ZNF423.m0","N2_Znf423.h0/N5_ZNF423.e1/N1_MA0116.1","ZNF423"
"ZNF423.m1","ZNF423.m1","N3_M11274/N4_ZNF423.e0","ZNF423"
"ZNF425.m0","ZNF425.m0","M08179","ZNF425"
"ZNF426.m0","ZNF426.m0","N1_M08493","ZNF426"
"ZNF426.m1","ZNF426.m1","N2_M08494","ZNF426"
"ZNF429.m0","ZNF429.m0","M08135","ZNF429"
"ZNF43.m0","ZNF43.m0","N1_M09327","ZNF43"
"ZNF43.m1","ZNF43.m1","N4_M09330","ZNF43"
"ZNF43.m2","ZNF43.m2","N5_M09331/N6_M09332","ZNF43"
"ZNF430.m0","ZNF430.m0","M07996","ZNF430"
"ZNF431.m0","ZNF431.m0","M08132","ZNF431"
"ZNF432.m0","ZNF432.m0","M08194","ZNF432"
"ZNF433.m0","ZNF433.m0","M08147","ZNF433"
"ZNF436.m0","ZNF436.m0","N1_M06049","ZNF436"
"ZNF436.m1","ZNF436.m1","N2_M09440","ZNF436"
"ZNF439.m0","ZNF439.m0","M08048","ZNF439"
"ZNF44.m0","ZNF44.m0","M08152","ZNF44"
"ZNF440.m0","ZNF440.m0","M08049","ZNF440"
"ZNF441.m0","ZNF441.m0","M08138","ZNF441"
"ZNF442.m0","ZNF442.m0","M08163","ZNF442"
"ZNF443.m0","ZNF443.m0","M08080","ZNF443"
"ZNF444.m0","ZNF444.m0","N1_M04733/N2_M04734","ZNF444"
"ZNF445.m0","ZNF445.m0","M08095","ZNF445"
"ZNF449.m0","ZNF449.m0","N1_M04764/N4_M04767","ZNF449"
"ZNF449.m1","ZNF449.m1","N5_M09479/N2_M04765/N3_M04766/N6_MA1656.2/N7_ZNF449.h0","ZNF449"
"ZNF45.m0","ZNF45.m0","N1_M08000","ZNF45"
"ZNF45.m1","ZNF45.m1","N2_M09034","ZNF45"
"ZNF45.m2","ZNF45.m2","N3_M09439","ZNF45"
"ZNF454.m0","ZNF454.m0","N1_M04775/N3_M04777","ZNF454"
"ZNF454.m1","ZNF454.m1","N2_M04776/N4_M04778","ZNF454"
"ZNF454.m2","ZNF454.m2","N5_M08072","ZNF454"
"ZNF454.m3","ZNF454.m3","N6_M09049","ZNF454"
"ZNF454.m4","ZNF454.m4","N8_MA1712.2","ZNF454"
"ZNF460.m0","ZNF460.m0","N1_M04831","ZNF460"
"ZNF460.m1","ZNF460.m1","N3_M08148","ZNF460"
"ZNF460.m2","ZNF460.m2","N4_MA1596.1/N5_ZNF460.h0","ZNF460"
"ZNF467.m0","ZNF467.m0","N1_M09053","ZNF467"
"ZNF467.m1","ZNF467.m1","N2_M09493","ZNF467"
"ZNF467.m2","ZNF467.m2","N3_ZNF467.h0","ZNF467"
"ZNF468.m0","ZNF468.m0","M08175","ZNF468"
"ZNF470.m0","ZNF470.m0","N1_M09283","ZNF470"
"ZNF470.m1","ZNF470.m1","N2_M09284","ZNF470"
"ZNF470.m2","ZNF470.m2","N3_M09285/N7_M09289","ZNF470"
"ZNF470.m3","ZNF470.m3","N8_M09290","ZNF470"
"ZNF471.m0","ZNF471.m0","N1_M09215","ZNF471"
"ZNF471.m1","ZNF471.m1","N2_M09216","ZNF471"
"ZNF479.m0","ZNF479.m0","M08094","ZNF479"
"ZNF48.m0","ZNF48.m0","M08550","ZNF48"
"ZNF480.m0","ZNF480.m0","M08166","ZNF480"
"ZNF483.m0","ZNF483.m0","M08059","ZNF483"
"ZNF484.m0","ZNF484.m0","M08002","ZNF484"
"ZNF485.m0","ZNF485.m0","M08162","ZNF485"
"ZNF486.m0","ZNF486.m0","M08196","ZNF486"
"ZNF487.m0","ZNF487.m0","M08203","ZNF487"
"ZNF488.m0","ZNF488.m0","M08589","ZNF488"
"ZNF490.m0","ZNF490.m0","M09501","ZNF490"
"ZNF492.m0","ZNF492.m0","M08186","ZNF492"
"ZNF493.m0","ZNF493.m0","N1_M09230","ZNF493"
"ZNF493.m1","ZNF493.m1","N4_M09233","ZNF493"
"ZNF493.m2","ZNF493.m2","N5_M09234","ZNF493"
"ZNF493.m3","ZNF493.m3","N6_M09235","ZNF493"
"ZNF496.m0","ZNF496.m0","M08030","ZNF496"
"ZNF497.m0","ZNF497.m0","N1_M09164","ZNF497"
"ZNF497.m1","ZNF497.m1","N3_M09166/N2_M09165","ZNF497"
"ZNF500.m0","ZNF500.m0","M06122","ZNF500"
"ZNF501.m0","ZNF501.m0","N1_M04813","ZNF501"
"ZNF502.m0","ZNF502.m0","M09510","ZNF502"
"ZNF503.m0","ZNF503.m0","M08217","ZNF503"
"ZNF506.m0","ZNF506.m0","M07986","ZNF506"
"ZNF507.m0","ZNF507.m0","N1_M06211","ZNF507"
"ZNF507.m1","ZNF507.m1","N2_M08511","ZNF507"
"ZNF507.m2","ZNF507.m2","N3_M08512","ZNF507"
"ZNF507.m3","ZNF507.m3","N4_M08513","ZNF507"
"ZNF507.m4","ZNF507.m4","N5_M08514","ZNF507"
"ZNF510.m0","ZNF510.m0","N5_M09067/N1_M08490/N3_M09065","ZNF510"
"ZNF510.m1","ZNF510.m1","N2_M09064","ZNF510"
"ZNF510.m2","ZNF510.m2","N6_M09068","ZNF510"
"ZNF510.m3","ZNF510.m3","N7_M09069","ZNF510"
"ZNF510.m4","ZNF510.m4","N9_M09071","ZNF510"
"ZNF512.m0","ZNF512.m0","N2_M08481/N1_M08480","ZNF512"
"ZNF512.m1","ZNF512.m1","N3_M08482/N4_M08483","ZNF512"
"ZNF512.m2","ZNF512.m2","N5_M08484","ZNF512"
"ZNF512B.m0","ZNF512B.m0","N6_M08565/N4_M08563/N1_M08560","ZNF512B"
"ZNF512B.m1","ZNF512B.m1","N2_M08561","ZNF512B"
"ZNF512B.m2","ZNF512B.m2","N7_M08566/N3_M08562/N5_M08564","ZNF512B"
"ZNF513.m0","ZNF513.m0","M09457","ZNF513"
"ZNF516.m0","ZNF516.m0","M06121","ZNF516"
"ZNF518B.m0","ZNF518B.m0","M06144","ZNF518B"
"ZNF519.m0","ZNF519.m0","N1_M08063","ZNF519"
"ZNF519.m1","ZNF519.m1","N2_M09048","ZNF519"
"ZNF519.m2","ZNF519.m2","N3_ZNF519.h0","ZNF519"
"ZNF524.m0","ZNF524.m0","N1_M03109/N7_ZNF524.e0","ZNF524"
"ZNF524.m1","ZNF524.m1","N5_M09474/N4_M04750/N2_M03110/N8_ZNF524.e1/N3_M04749/N6_MA2096.1","ZNF524"
"ZNF525.m0","ZNF525.m0","M08173","ZNF525"
"ZNF526.m0","ZNF526.m0","M06136","ZNF526"
"ZNF527.m0","ZNF527.m0","M08115","ZNF527"
"ZNF528.m0","ZNF528.m0","N2_M09042/N3_M09463","ZNF528"
"ZNF528.m1","ZNF528.m1","N6_ZNF528.h1/N4_MA1597.1","ZNF528"
"ZNF529.m0","ZNF529.m0","M08099","ZNF529"
"ZNF530.m0","ZNF530.m0","N1_M08089/N2_MA1981.2","ZNF530"
"ZNF534.m0","ZNF534.m0","M08172","ZNF534"
"ZNF536.m0","ZNF536.m0","M06215","ZNF536"
"ZNF540.m0","ZNF540.m0","M08055","ZNF540"
"ZNF543.m0","ZNF543.m0","N1_M08073","ZNF543"
"ZNF543.m1","ZNF543.m1","N2_M09482","ZNF543"
"ZNF547.m0","ZNF547.m0","N1_M08021","ZNF547"
"ZNF547.m1","ZNF547.m1","N3_MA2334.1/N2_M09450","ZNF547"
"ZNF548.m0","ZNF548.m0","M08112","ZNF548"
"ZNF549.m0","ZNF549.m0","N1_M07997/N2_M09435","ZNF549"
"ZNF549.m1","ZNF549.m1","N3_MA1728.2","ZNF549"
"ZNF550.m0","ZNF550.m0","M08193","ZNF550"
"ZNF551.m0","ZNF551.m0","N1_M06164/N3_M09348","ZNF551"
"ZNF551.m1","ZNF551.m1","N2_M09347","ZNF551"
"ZNF552.m0","ZNF552.m0","M08076","ZNF552"
"ZNF554.m0","ZNF554.m0","M09476","ZNF554"
"ZNF555.m0","ZNF555.m0","M08103","ZNF555"
"ZNF557.m0","ZNF557.m0","M08003","ZNF557"
"ZNF558.m0","ZNF558.m0","N2_MA2335.1","ZNF558"
"ZNF560.m0","ZNF560.m0","N1_M08574","ZNF560"
"ZNF561.m0","ZNF561.m0","M08051","ZNF561"
"ZNF562.m0","ZNF562.m0","M08050","ZNF562"
"ZNF563.m0","ZNF563.m0","M09503","ZNF563"
"ZNF564.m0","ZNF564.m0","M08191","ZNF564"
"ZNF565.m0","ZNF565.m0","M08121","ZNF565"
"ZNF566.m0","ZNF566.m0","M08098","ZNF566"
"ZNF567.m0","ZNF567.m0","M08113","ZNF567"
"ZNF568.m0","ZNF568.m0","N2_M09324/N3_M09325","ZNF568"
"ZNF568.m1","ZNF568.m1","N4_M09326","ZNF568"
"ZNF569.m0","ZNF569.m0","N1_M09267","ZNF569"
"ZNF569.m1","ZNF569.m1","N3_M09269/N2_M09268","ZNF569"
"ZNF569.m2","ZNF569.m2","N4_M09270","ZNF569"
"ZNF569.m3","ZNF569.m3","N5_M09271","ZNF569"
"ZNF569.m4","ZNF569.m4","N7_M09273","ZNF569"
"ZNF570.m0","ZNF570.m0","M08056","ZNF570"
"ZNF571.m0","ZNF571.m0","M08079","ZNF571"
"ZNF573.m0","ZNF573.m0","M08114","ZNF573"
"ZNF574.m0","ZNF574.m0","N2_M09429/N3_MA1982.2","ZNF574"
"ZNF580.m0","ZNF580.m0","N2_M04842","ZNF580"
"ZNF580.m1","ZNF580.m1","N5_M04845/N3_M04843","ZNF580"
"ZNF580.m2","ZNF580.m2","N6_M04846/N4_M04844","ZNF580"
"ZNF582.m0","ZNF582.m0","N1_M07985","ZNF582"
"ZNF582.m1","ZNF582.m1","N3_MA1983.2","ZNF582"
"ZNF584.m0","ZNF584.m0","M08052","ZNF584"
"ZNF585A.m0","ZNF585A.m0","M08134","ZNF585A"
"ZNF585B.m0","ZNF585B.m0","N1_M08584","ZNF585B"
"ZNF585B.m1","ZNF585B.m1","N2_M08585","ZNF585B"
"ZNF585B.m2","ZNF585B.m2","N3_M08586","ZNF585B"
"ZNF585B.m3","ZNF585B.m3","N4_M08587","ZNF585B"
"ZNF585B.m4","ZNF585B.m4","N5_M08588","ZNF585B"
"ZNF586.m0","ZNF586.m0","M09416","ZNF586"
"ZNF587.m0","ZNF587.m0","M08167","ZNF587"
"ZNF589.m0","ZNF589.m0","ZNF589.e0","ZNF589"
"ZNF592.m0","ZNF592.m0","N1_M08503","ZNF592"
"ZNF592.m1","ZNF592.m1","N5_M08507/N2_M08504","ZNF592"
"ZNF592.m2","ZNF592.m2","N3_M08505/N4_M08506","ZNF592"
"ZNF594.m0","ZNF594.m0","M09489","ZNF594"
"ZNF595.m0","ZNF595.m0","M09535","ZNF595"
"ZNF596.m0","ZNF596.m0","M09477","ZNF596"
"ZNF597.m0","ZNF597.m0","N2_M04736/N1_M04735","ZNF597"
"ZNF600.m0","ZNF600.m0","M08559","ZNF600"
"ZNF605.m0","ZNF605.m0","M08125","ZNF605"
"ZNF606.m0","ZNF606.m0","N1_M09121","ZNF606"
"ZNF606.m1","ZNF606.m1","N2_M09122","ZNF606"
"ZNF606.m2","ZNF606.m2","N7_M09127/N3_M09123","ZNF606"
"ZNF606.m3","ZNF606.m3","N4_M09124","ZNF606"
"ZNF606.m4","ZNF606.m4","N6_M09126","ZNF606"
"ZNF610.m0","ZNF610.m0","N1_M08037/N2_M09462/N3_MA1713.2","ZNF610"
"ZNF611.m0","ZNF611.m0","M08180","ZNF611"
"ZNF613.m0","ZNF613.m0","M08067","ZNF613"
"ZNF614.m0","ZNF614.m0","M08014","ZNF614"
"ZNF615.m0","ZNF615.m0","M08146","ZNF615"
"ZNF616.m0","ZNF616.m0","M08176","ZNF616"
"ZNF618.m0","ZNF618.m0","M06054","ZNF618"
"ZNF619.m0","ZNF619.m0","M08070","ZNF619"
"ZNF620.m0","ZNF620.m0","M08069","ZNF620"
"ZNF621.m0","ZNF621.m0","N1_M08057","ZNF621"
"ZNF623.m0","ZNF623.m0","M08551","ZNF623"
"ZNF624.m0","ZNF624.m0","M08573","ZNF624"
"ZNF626.m0","ZNF626.m0","M08108","ZNF626"
"ZNF627.m0","ZNF627.m0","M08170","ZNF627"
"ZNF628.m0","ZNF628.m0","ZNF628.e0","ZNF628"
"ZNF641.m0","ZNF641.m0","M08036","ZNF641"
"ZNF646.m0","ZNF646.m0","M06135","ZNF646"
"ZNF648.m0","ZNF648.m0","N1_M06145","ZNF648"
"ZNF648.m1","ZNF648.m1","N2_M09170","ZNF648"
"ZNF649.m0","ZNF649.m0","M08159","ZNF649"
"ZNF652.m0","ZNF652.m0","N1_MA1657.2/N3_ZNF652.h1","ZNF652"
"ZNF652.m1","ZNF652.m1","N4_ZNF652.e0","ZNF652"
"ZNF653.m0","ZNF653.m0","M09041","ZNF653"
"ZNF654.m0","ZNF654.m0","M08542","ZNF654"
"ZNF66.m0","ZNF66.m0","N1_M09116","ZNF66"
"ZNF66.m1","ZNF66.m1","N3_M09118","ZNF66"
"ZNF660.m0","ZNF660.m0","N2_M04684/N1_M04683","ZNF660"
"ZNF662.m0","ZNF662.m0","M08087","ZNF662"
"ZNF665.m0","ZNF665.m0","N2_M09295","ZNF665"
"ZNF665.m1","ZNF665.m1","N4_M09297","ZNF665"
"ZNF665.m2","ZNF665.m2","N5_M09298","ZNF665"
"ZNF665.m3","ZNF665.m3","N6_M09299","ZNF665"
"ZNF665.m4","ZNF665.m4","N7_M09300","ZNF665"
"ZNF667.m0","ZNF667.m0","N1_M08158","ZNF667"
"ZNF667.m1","ZNF667.m1","N2_M09521","ZNF667"
"ZNF668.m0","ZNF668.m0","N7_M09137/N12_M09142/N2_M09132/N10_M09140","ZNF668"
"ZNF668.m1","ZNF668.m1","N3_M09133/N6_M09136","ZNF668"
"ZNF668.m2","ZNF668.m2","N4_M09134/N8_M09138/N11_M09141","ZNF668"
"ZNF668.m3","ZNF668.m3","N9_M09139","ZNF668"
"ZNF668.m4","ZNF668.m4","N13_M09143","ZNF668"
"ZNF669.m0","ZNF669.m0","N3_M09502/N5_ZNF669.h0/N1_M08111/N4_MA1985.1","ZNF669"
"ZNF669.m1","ZNF669.m1","N2_M09055","ZNF669"
"ZNF671.m0","ZNF671.m0","M07988","ZNF671"
"ZNF672.m0","ZNF672.m0","M06140","ZNF672"
"ZNF674.m0","ZNF674.m0","M08192","ZNF674"
"ZNF675.m0","ZNF675.m0","N3_M09516/N4_MA1714.2/N1_M08143/N5_ZNF675.h0","ZNF675"
"ZNF675.m1","ZNF675.m1","N2_M09059","ZNF675"
"ZNF676.m0","ZNF676.m0","M06156","ZNF676"
"ZNF677.m0","ZNF677.m0","N2_MA2101.1","ZNF677"
"ZNF678.m0","ZNF678.m0","N2_M09181","ZNF678"
"ZNF678.m1","ZNF678.m1","N3_M09182","ZNF678"
"ZNF678.m2","ZNF678.m2","N4_M09183","ZNF678"
"ZNF678.m3","ZNF678.m3","N5_M09184","ZNF678"
"ZNF678.m4","ZNF678.m4","N6_M09185","ZNF678"
"ZNF678.m5","ZNF678.m5","N8_M09187","ZNF678"
"ZNF680.m0","ZNF680.m0","N2_M09478/N1_M08058","ZNF680"
"ZNF680.m1","ZNF680.m1","N3_MA1729.2","ZNF680"
"ZNF681.m0","ZNF681.m0","M08119","ZNF681"
"ZNF682.m0","ZNF682.m0","N2_M08139","ZNF682"
"ZNF682.m1","ZNF682.m1","N4_ZNF682.h0/N3_MA1599.2","ZNF682"
"ZNF683.m0","ZNF683.m0","M06141","ZNF683"
"ZNF684.m0","ZNF684.m0","N2_M04633/N4_M09033/N1_M04632/N6_MA1600.2/N7_ZNF684.h0/N5_M09432","ZNF684"
"ZNF684.m1","ZNF684.m1","N3_M07995","ZNF684"
"ZNF689.m0","ZNF689.m0","N2_M09115","ZNF689"
"ZNF69.m0","ZNF69.m0","M08165","ZNF69"
"ZNF691.m0","ZNF691.m0","N2_ZNF691.e0","ZNF691"
"ZNF692.m0","ZNF692.m0","N1_M09046/N2_M09473","ZNF692"
"ZNF692.m1","ZNF692.m1","N3_MA1986.2","ZNF692"
"ZNF692.m2","ZNF692.m2","N4_ZNF692.h0","ZNF692"
"ZNF695.m0","ZNF695.m0","M08145","ZNF695"
"ZNF696.m0","ZNF696.m0","N1_M06151","ZNF696"
